592.5818	183.5714	239.3861	191.5111	274.2917	528.8834	470.5909	197.75	189.7879	183.6842	223.4694	186.7273	258.7924	230.5143	347.7288	314.1782	159.6154	296.0847	177.3621	220.6304	736.1935	251.1647	223.9545	268.6296	252.4054	560.9365	218.8333	170.0417	179.2857	203.2857	179.4359	332.2414	181.2727	162.4878	422.2758	291.8875	596.3514	177.1429	480.7091	187.5231	189.8775	138.8372	336.625	609.2688	249.5862	179.5714	201.8077	447.6585	477.1507	231.7556	158.2857	247	175.6	255.3864	127	222.3333	298.4757	289.9592	154.4706	442.2909	961.6036	313	575.6935	210.0556	286.4133	911.3261	318.9783	219.9677	235.0968	344.6136	333	194.88	247.9077	201.2222
612.5273	182.3143	233.4455	177.7778	271.7639	515.7	457.8523	203	191.0606	185.6316	222.7449	191.2727	257.9434	225.2571	342.1187	307.3861	157.6154	289.5254	175.2931	213.6087	731.3011	252.4	219.7045	268.3148	246.2027	563.9207	212.3	164.5	169.2857	212.4286	174.7692	322.7242	177.9697	154.8781	411.2586	291.9	584.0946	162.2857	472.2909	182.1385	180.5306	143.0698	330.6	595.7527	243.4655	180.7857	202.7308	416.9024	471.6164	228.6222	155.8571	257.3913	175.8	249.8409	117.75	245.875	288.9709	285.2653	157.5882	443.9273	913.4684	314.561	585.2903	194.3889	273.4667	902.9783	298	217.9032	236.2419	333.0454	331	195.08	241.1385	193.2222
616.9818	181.6286	234.198	172.5556	267.7778	549.0084	448.5454	193.4	183.9242	179.4211	215.4694	185.5455	238.2453	219.9143	332.1017	308.9505	161.2308	285.8136	175.5172	209.4348	723.2581	250.0706	217.8864	271.1111	246.5676	548.4762	210.9667	169.75	167.1429	202.2857	173.1282	318.3793	177.3939	152.5122	414.0517	289.7375	573.3919	179.4286	468.1454	181.6308	171.0204	136.1628	325.025	590.1721	243.0172	178.0714	199.4423	410.1219	466.8493	226.6222	162	236.7826	176.8	242.5909	112.5	245.3333	287.7476	291.3673	146	452.7636	947.8198	311.439	605.3871	201.8333	261.6267	911.6087	279.7174	212.6452	242.5161	330.9204	314.6854	193.2	237.5692	199.7778
605.1273	187.6572	227.5644	165.5111	271.3889	520.0833	437.9773	193.95	182.8939	175.8947	213.2347	170.6364	233.434	213.7143	323.661	304.9109	147.6923	284.1864	175.8621	213.4348	715.9785	240.4	219.9091	347.6852	236.973	543.873	209.5333	165.875	171	199.2143	170.5385	307.8276	176.6667	153.5366	405.5	284.3625	641.3108	165.7143	455.2545	180.0769	187.9184	137.8372	328.875	576.2258	245	178.5	194.9231	399.3415	462.0959	225.2222	155.1905	248.5217	175.5	245.8409	117.875	251.0417	287.3204	283.3265	149.8235	457.4	986.0721	319.0732	586.129	213.8333	252.3467	907.7826	262.0435	212.8387	237.9839	320.5909	310.1011	192.88	231.0769	204
596.4909	177.6857	227.7327	160.8667	267.5278	498.2417	435.8296	198.65	183.5606	173.1579	209.6837	177.2727	228.6792	209	307	300.2277	155.2308	281.9831	172.6379	214.8696	703.0645	241.4941	221.9091	316.8148	234.8513	541.127	208.8	168.0833	177.8571	198.8571	168.9487	321.931	185.5455	153.3171	401.1379	287.3125	615.2568	174.2857	445.7273	181.6923	211.8571	135.4884	334.275	564.1935	234.0862	172	195.9615	382.8293	447.3562	232.7556	163.4286	232.2609	183.9	252	105.875	235.625	282.0874	281.3673	147.0588	460.3455	912.4955	336.4878	583.371	202.5	250.56	907.3261	282.8261	215.9032	246.4839	361.6136	305.5955	187.96	229.4769	198.4444
605.4363	178.8857	220.0891	158.4	262.1805	480.2917	430.75	200.95	182.8485	179.4737	205.0816	180.7273	223.7359	203.7429	304.9492	303.901	158.7692	275.4576	180.431	206.4565	698.3656	303.0706	232.25	302.7037	233.7973	533.2064	212	179.125	175.2857	203.5714	166.1538	324.5862	170.9697	155.0244	394.5862	290.3375	590.7162	166.5714	444.7273	177.4769	235.0816	138.9767	335.275	542.6237	235.1207	172.6429	194.3654	403.8781	438.9726	220.3778	152	242.087	168.6	245.6364	114.25	240.0833	273.1845	280.449	143.9412	455.8	922.9099	320.6829	565.7742	199.2222	297.8	905.9565	288.5652	208.6774	241.129	357.8068	311.7079	192.6	230.2769	185.4444
612.1273	175.6286	222.4951	153.2889	263.8055	467.675	419.6364	203.7	177.1212	175.2632	202.6327	179	222.2641	196.6857	291.3559	293.9406	152.5385	273.8474	173.2931	208.5217	699.6667	277.5765	227.6818	300.8426	231.1216	539.3333	211.9667	170.0833	182.8571	209.1429	160.5641	348.069	177.4848	145.3171	389.8621	293.975	646.9595	156.8571	433.8	182.9077	217.6531	131.6279	320.65	532.1398	235.1035	182	195.5385	405.2439	431.0137	229.0222	150.7619	227.0435	174.9	238.0455	103.875	233.0417	267.6505	277.4694	152.1765	457.9273	963.1351	312.1219	516.2258	201.1667	323.4133	906.3913	298.6956	206.129	237.0484	339.3182	311.2697	195.84	227.1846	197.1111
608.4182	176.2286	218.099	153.5111	260.2222	450.1167	420.6818	205.45	179.8485	184.8421	205.1122	174	216.8113	214.3714	285.2542	292.1584	148.1538	270.4407	175.4828	207	689.6774	261.6235	219.6364	290.1296	226.3243	544.7778	218.8333	169.2917	158.4286	212.8571	171.1026	336.7586	178.4242	151.8537	378.2758	285.1875	614.4459	171.7143	445.8909	182.1538	194.9592	139.3488	326.575	519.1828	230.931	187.7143	193.2885	411.0732	431.0548	229.5111	141.0952	212.9565	176.8	241.1136	120.25	238.8333	270.8544	274.7551	150.4706	469.5454	880.2703	330.5366	533.871	205.8889	304.6267	907.7609	290.6956	202.7742	231.1935	383.2954	303.573	189.84	224.8769	197.2222
615.3273	177.8286	211.8713	153.2	252.9722	494.1833	409.5	209.45	176.8788	175.9474	203.2755	177.6364	215	212	283.9661	295.9406	160.6923	269.8983	177.0172	205.087	690.4946	249.3647	221.4091	284.7778	224.1216	545.254	206.5333	165.75	175.7143	221.9286	168.359	339.8621	172	156.2439	378.5862	281.5375	587.473	165.7143	458.8727	178.1231	177.8775	197.6046	314.6	510.6882	230.8621	183.1429	193.3846	408.7073	422.2466	220.4667	144.1429	213.1304	171.7	244.5455	109	242.125	265.165	266.1429	145.4118	458.6364	882.7387	321.9024	550.871	209.3889	296.2	907.587	276.6087	200.7097	235.0645	375.9886	300.1348	183.88	222.1692	206.5556
609.4909	176.9429	210.5148	158.4444	250.9306	491.7833	399.8523	206.4	177.3182	171.6842	198.9388	183.9091	206.0189	199.7714	275.0339	295.0594	156.2308	264.9322	172.4828	204.5652	682.5484	249.2941	227.4318	281.8611	216.946	555.0793	212.7333	166.875	185.8571	208.2143	165.3846	344.4483	171.3636	157.8537	370.3448	283.375	568.9865	154.8571	450.9091	180.6461	205.9388	190.5581	323.725	504.0968	228.7241	183.2857	190.3077	396.3658	415.726	227.9778	145.2381	197.2174	172	238.2273	118.125	237.0833	263.8058	268.2857	138.4118	479.4182	929.4324	310.6829	551.3387	203.3889	326.2933	899.2174	263.1956	203.2581	232.6452	415.25	282.191	189.64	221.6615	195.1111
